feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,score
6.8,0.19,0.23,5.1,0.85,0.034,71,204,11,0.9942,3.23,6,0.69,10.1,5
7.1,0.23,0.24,5.4,0.6,0.039,60,196,17,0.9948,3.19,45,0.78,10,4
6.45,0.14,0.42,1.2,0.9,0.05,51,129,31,0.99116,3.27,69,0.69,11.1,7
6.5,0.15,0.44,12.6,0.95,0.052,65,158,30,0.99688,3.26,37,0.7,10.3,7
7.1,0.15,0.34,1,0.9,0.033,27,73,47,0.98974,3.24,54,0.41,12.2,6
6.7,0.33,0.34,6.6,0.55,0.067,35,156,28,0.99542,3.11,75,0.48,9.3,6
7.2,0.3,0.26,1.5,0.95,0.041,46,178,41,0.99154,3.19,14,0.56,11.3,6
7,0.23,0.33,1,0.95,0.043,46,110,38,0.99118,3.04,20,0.65,10.8,6
8,0.13,0.25,1.1,0.9,0.033,15,86,44,0.99044,2.98,84,0.39,11.2,8
6.2,0.21,0.34,6.6,0.55,0.03,36,91,39,0.9914,3.32,34,0.45,12.5,7
8.3,0.4,0.41,8.2,0.55,0.05,15,122,34,0.9979,3.39,74,0.49,9.3,5
5.9,0.34,0.31,2,0.75,0.03,38,142,43,0.98892,3.4,99,0.41,12.9,7
6.6,0.12,0.25,1.4,0.6,0.039,21,131,14,0.99114,3.2,59,0.45,11.2,7
9.6,0.655,0.21,2,0.55,0.039,21,120,49,0.99188,3,93,1,12.6,6
6.8,0.26,0.4,7.5,1,0.046,45,179,12,0.99583,3.2,26,0.49,9.3,5
5.9,0.34,0.31,2,1,0.03,38,142,25,0.98892,3.4,48,0.41,12.9,7
5.9,0.3,0.3,2,0.95,0.03,38,142,43,0.98892,3.41,15,0.41,12.9,7
7,0.15,0.3,13.3,0.5,0.049,46,120,21,0.99704,3.2,94,NA,9.5,7
7.9,0.37,0.31,2.85,0.7,0.037,5,24,37,0.9911,3.19,84,0.36,11.9,6
7.2,0.35,0.25,5.6,0.85,0.032,23,120,46,0.99334,2.93,39,0.66,10.3,7
7.2,0.32,0.24,5.6,1,0.033,23,120,40,0.99334,2.92,70,0.66,10.3,7
7.6,0.1,0.33,1,0.8,0.031,33,93,47,0.99094,3.06,99,0.68,11.2,6
6.2,0.25,0.31,3.2,0.85,0.03,32,150,21,0.99014,3.18,1,0.31,12,6
7.1,0.31,0.17,1,0.5,0.042,21,144,14,0.99304,3.13,15,0.4,9.6,5
7.6,0.18,0.28,7.1,0.5,0.041,29,110,40,0.99652,3.2,19,0.42,9.2,6
8,0.17,0.29,2.4,0.65,0.029,52,119,32,0.98944,3.03,33,0.33,12.9,6
7.2,0.19,0.27,11.2,1,0.061,46,149,38,0.99772,2.99,85,0.59,9.3,6
7.6,0.32,0.25,9.5,0.65,0.03,15,136,42,0.99367,3.1,4,0.44,12.1,6
7.1,0.31,0.17,1,0.8,0.042,21,144,32,0.99304,3.13,11,0.4,9.6,5
6.6,0.21,0.29,1.8,0.9,0.026,35,128,11,0.99183,3.37,19,0.48,11.2,6
7,0.16,0.36,2.6,0.7,0.029,28,98,18,0.99126,3.11,97,0.37,11.2,7
8,0.17,0.29,2.4,0.85,0.029,52,119,39,0.98944,3.03,36,0.33,12.9,6
6.6,0.24,0.38,8,0.6,0.042,56,187,38,0.99577,3.21,60,0.46,9.2,5
7.2,0.19,0.27,11.2,0.85,0.061,46,149,41,0.99772,2.99,54,0.59,9.3,6
7.6,0.18,0.28,7.1,0.8,0.041,29,110,36,0.99652,3.2,23,0.42,9.2,6
6.9,0.3,0.25,3.3,0.85,0.041,26,124,27,0.99428,3.18,80,0.5,9.3,6
6.2,0.28,0.27,10.3,0.95,0.03,26,108,44,0.99388,3.2,10,0.36,10.7,6
6.9,0.31,0.32,1.2,0.7,0.024,20,166,39,0.99208,3.05,59,0.54,9.8,6
6.7,0.23,0.25,1.6,0.55,0.036,28,143,24,0.99256,3.3,99,0.54,10.3,6
6.2,0.28,0.27,10.3,0.75,0.03,26,108,50,0.99388,3.2,37,0.36,10.7,6
5.7,0.23,0.28,9.65,1,0.025,26,121,23,0.9925,3.28,19,0.38,11.3,6
6.5,0.22,0.5,16.4,0.6,0.048,36,182,33,0.99904,3.02,3,0.49,8.8,6
7,0.18,0.37,1.5,0.95,0.043,16,104,10,0.99216,3.18,87,0.5,10.8,5
6.9,0.31,0.32,1.2,0.7,0.024,NA,166,46,0.99208,3.05,86,0.54,9.8,6
6.9,0.3,0.25,3.3,0.55,0.041,26,124,22,0.99428,3.18,100,0.5,9.3,6
6.5,0.46,0.31,5,0.7,0.027,15,72,25,0.99165,3.26,49,0.6,11.5,7
6.5,0.23,0.36,16.3,0.65,0.038,43,133,36,0.99924,3.26,28,0.41,8.8,5
6.5,0.23,0.36,16.3,0.9,0.038,43,133,21,0.99924,3.26,26,0.41,8.8,5
6.5,0.23,0.36,16.3,0.6,0.038,43,133,17,0.99924,3.26,58,0.41,8.8,5
6.6,0.26,0.38,6.5,0.8,0.17,68,201,21,0.9956,3.19,35,0.38,9.4,6
6.7,0.26,0.39,6.4,0.9,0.171,64,200,22,0.99562,3.19,37,0.38,9.4,6
7.5,0.28,0.39,10.2,0.9,0.045,59,209,11,0.9972,3.16,64,0.63,9.6,6
6.5,0.23,0.36,16.3,0.55,0.038,43,133,15,0.99924,3.26,80,0.41,8.8,5
6.8,0.23,0.42,7.4,0.65,0.044,56,189,22,0.9958,3.22,99,0.48,9.3,6
7.8,0.25,0.34,13.7,0.75,0.044,66,184,26,0.99976,3.22,79,0.75,8.9,5
7.8,0.25,0.34,13.7,0.85,0.044,66,184,23,0.99976,3.22,83,0.75,8.9,5
5.6,0.2,0.22,1.3,0.9,0.049,25,155,30,0.99296,3.74,18,0.43,10,5
6.4,0.21,0.44,7.4,0.8,0.045,47,182,28,0.9957,3.24,30,0.46,9.1,5
6.8,0.23,0.42,7.4,0.8,0.044,56,189,33,0.9958,3.22,61,0.48,9.3,6
6.8,0.24,0.37,7.45,0.8,0.043,59,188,14,0.99579,3.2,39,0.5,9.4,6
7.8,0.25,0.28,7.2,0.6,0.04,46,179,33,0.99541,3.14,65,0.6,10.1,6
7.8,0.25,0.34,13.7,0.5,0.044,66,184,16,0.99976,3.22,16,0.75,8.9,5
6.8,0.16,0.29,10.4,0.95,0.046,59,143,34,0.99518,3.2,63,0.4,10.8,6
5.2,0.28,0.29,1.1,0.8,0.028,18,69,26,0.99168,3.24,66,0.54,10,6
7.5,0.18,0.31,6.5,0.85,0.029,53,160,36,0.99276,3.03,42,0.38,10.9,6
7.5,0.26,0.3,4.6,0.7,0.027,29,92,22,0.99085,3.15,0,0.38,12,7
8.2,0.37,0.64,13.9,0.85,0.043,22,171,34,0.99873,2.99,64,0.8,9.3,5
7.6,0.4,0.27,5.2,0.75,0.03,32,101,16,0.99172,3.22,0,0.62,12.3,7
7.5,0.26,0.25,1.7,0.85,0.038,29,129,15,0.99312,3.45,96,0.56,10.4,6
7.5,0.18,0.31,6.5,0.85,0.029,53,160,47,0.99276,3.03,83,0.38,10.9,6
6.9,0.23,0.32,16.4,0.75,0.045,62,153,32,0.9972,3.22,22,0.42,10.5,5
5.3,0.2,0.31,3.6,0.9,0.036,22,91,34,0.99278,3.41,62,0.5,9.8,6
6.5,0.17,0.31,1.5,0.95,0.041,34,121,50,0.99092,3.06,89,0.46,10.5,6
6.5,0.35,0.28,12.4,0.65,0.051,86,213,24,0.9962,3.16,6,0.51,9.9,6
6.5,0.29,0.31,1.7,0.85,0.035,24,79,11,0.99053,3.27,5,0.69,11.4,7
6.8,0.3,0.22,6.2,0.75,0.06,41,190,47,0.99858,3.18,2,0.51,9.2,5
7.9,0.51,0.36,6.2,0.5,0.051,30,173,45,0.9984,3.09,78,0.53,9.7,5
7.9,0.51,0.34,2.6,0.95,0.049,13,135,10,0.99335,3.09,74,0.51,10,5
6.5,0.29,0.31,1.7,0.7,0.035,24,79,20,0.99053,3.27,63,0.69,11.4,7
7.1,0.29,0.28,9.3,1,0.048,50,141,27,0.9949,3.13,83,0.49,10.3,6
6.5,0.35,0.28,12.4,0.55,0.051,86,213,39,0.9962,3.16,63,0.51,9.9,6
6.5,0.17,0.31,1.5,0.75,0.041,34,121,41,0.99092,3.06,2,0.46,10.5,6
7.4,0.2,0.28,9.1,0.65,0.047,29,95,36,0.99532,3.16,18,0.47,9.8,7
6.9,0.615,0.42,12,0.5,0.067,24,131,16,0.99727,3.19,52,0.34,9.3,5
6.8,0.32,0.28,4.8,0.55,0.034,25,100,42,0.99026,3.08,56,0.47,12.4,7
6.3,0.2,0.19,12.3,0.6,0.048,54,145,41,0.99668,3.16,78,0.42,9.3,6
6.9,0.615,0.42,12,0.85,0.067,24,131,32,0.99727,3.19,24,0.34,9.3,5
8,0.23,0.28,2.7,0.65,0.048,NA,165,36,0.9952,3.26,96,0.72,9.5,6
6.7,0.27,0.33,3.6,0.6,0.034,9,45,38,0.99144,3.08,18,0.4,10.5,6
6.7,0.27,0.33,3.6,0.9,0.034,9,45,12,0.99144,3.08,21,0.4,10.5,6
6.7,0.44,0.22,4.3,0.6,0.032,19,99,41,0.99015,3.26,82,0.53,12.8,7
7,0.34,0.3,1.8,1,0.045,44,142,14,0.9914,2.99,48,0.45,10.8,6
7.3,0.26,0.33,11.8,0.55,0.057,48,127,26,0.99693,3.1,62,0.55,10,6
5.8,0.17,0.34,1.8,0.55,0.045,96,170,48,0.99035,3.38,6,0.9,11.8,8
7.3,0.26,0.33,11.8,0.75,0.057,48,127,15,0.99693,3.1,66,0.55,10,6
5.8,0.17,0.34,1.8,0.85,0.045,96,170,23,0.99035,3.38,85,0.9,11.8,8
6.8,0.17,0.36,1.4,0.8,0.036,38,108,22,0.99006,3.19,62,0.66,12,6
7.1,0.43,0.3,6.6,0.65,0.025,15,138,31,0.99126,3.18,58,0.46,12.6,6
5.8,0.315,0.27,1.55,0.75,0.026,15,70,30,0.98994,3.37,93,0.4,11.9,8
5.9,0.17,0.28,0.7,0.55,0.027,5,28,25,0.98985,3.13,38,0.32,10.6,5
6.6,0.34,0.18,6.4,0.65,0.082,47,240,45,0.9971,3.42,56,0.48,9.2,5
8.6,0.33,0.34,11.8,0.85,0.059,42,240,14,0.99882,3.17,82,0.52,10,6
5.6,0.12,0.26,4.3,0.6,0.038,18,97,23,0.99477,3.36,81,0.46,9.2,5
5.8,0.13,0.26,5.1,0.75,0.039,19,103,19,0.99478,3.36,42,0.47,9.3,6
7.7,0.18,0.35,5.8,0.85,0.055,25,144,30,0.99576,3.24,11,0.54,10.2,6
7.7,0.16,0.36,5.9,0.95,0.054,25,148,39,0.99578,3.25,8,0.54,10.2,6
6,0.26,0.15,1.3,0.65,0.06,51,154,33,0.99354,3.14,38,0.51,8.7,5
7.3,0.32,0.35,1.4,0.6,0.05,8,163,13,0.99244,3.24,31,0.42,10.7,5
7.7,0.3,0.34,1.2,0.75,0.048,4,119,24,0.99084,3.18,47,0.34,12.1,6
7.9,0.16,0.3,7.4,0.85,0.05,58,152,44,0.99612,3.12,63,0.37,9.5,6
6.4,0.27,0.29,10.8,0.85,0.028,17,118,43,0.99356,3.18,81,0.37,11.2,6
6.9,0.16,0.37,1.8,0.85,0.034,36,95,20,0.98952,2.93,91,0.59,12,6
7.9,0.16,0.3,7.4,0.7,0.05,58,152,44,0.99612,3.12,70,0.37,9.5,6
7.7,0.3,0.34,1.2,0.65,0.048,4,119,44,0.99084,3.18,84,0.34,12.1,6
7.3,0.32,0.35,1.4,0.9,0.05,8,163,40,0.99244,3.24,55,0.42,10.7,5
6.4,0.44,0.44,14.4,0.9,0.048,29,228,20,0.99955,3.26,98,0.54,8.8,7
6.3,0.2,0.24,1.7,0.75,0.052,36,135,21,0.99374,3.8,49,0.66,10.8,6
6.2,0.29,0.32,3.6,0.95,0.026,NA,138,39,0.9892,3.31,83,0.37,13.1,7
7.6,0.39,0.32,3.6,0.75,0.035,22,93,20,0.99144,3.08,6,0.6,12.5,7
7,0.36,0.32,10.05,0.85,0.045,37,131,14,0.99352,3.09,79,0.33,11.7,8
7,0.36,0.32,10.05,0.6,0.045,37,131,22,0.99352,3.09,4,0.33,11.7,8
7,0.36,0.32,10.5,0.6,0.045,35,135,27,0.9935,3.09,43,0.33,11.6,8
7.6,0.2,0.36,1.9,0.6,0.043,24,111,11,0.99237,3.29,89,0.54,11.3,6
7.6,0.39,0.32,3.6,1,0.035,22,93,25,0.99144,3.08,65,0.6,12.5,7
6.7,0.2,0.37,1.65,0.7,0.025,42,103,15,0.99022,3.11,57,0.45,11.4,5
6.2,0.235,0.34,1.9,0.8,0.036,4,117,44,0.99032,3.4,20,0.44,12.2,5
7.8,0.965,0.6,65.8,0.6,0.074,8,160,14,1.03898,3.39,95,0.69,11.7,6
7.1,0.2,0.31,6.85,0.55,0.053,32,211,18,0.99587,3.31,60,0.59,10.4,6
7.1,0.2,0.31,7.4,0.7,0.053,32,211,24,0.99587,3.31,6,0.59,10.4,6
7.1,0.2,0.31,7.4,0.75,0.053,32,211,13,0.99587,3.31,20,0.59,10.4,6
6.4,0.24,0.25,20.2,0.95,0.083,35,157,17,0.99976,3.17,90,0.5,9.1,5
8,0.3,0.36,11,0.55,0.034,8,70,17,0.99354,3.05,62,0.41,12.2,6
6.4,0.24,0.25,20.2,0.8,0.083,35,157,45,0.99976,3.17,73,0.5,9.1,5
6.9,0.4,0.42,6.2,0.6,0.066,41,176,29,0.99552,3.12,66,0.54,9.4,5
6.9,0.4,0.43,6.2,0.65,0.065,42,178,25,0.99552,3.11,33,0.53,9.4,5
7.1,0.2,0.31,6.85,0.95,0.053,32,211,43,0.99587,3.31,94,0.59,10.4,6
6.6,0.25,0.51,8,0.5,0.047,61,189,27,0.99604,3.22,8,0.49,9.2,5
6.8,0.26,0.44,8.2,0.65,0.046,52,183,37,0.99584,3.2,11,0.51,9.4,5
6.5,0.37,0.3,2.2,0.95,0.033,39,107,17,0.98894,3.22,69,0.53,13.5,7
6.8,0.35,0.53,10.1,0.6,0.053,37,151,26,0.9963,3.07,83,0.4,9.4,5
6.4,0.22,0.32,7.2,0.65,0.028,15,83,31,0.993,3.13,46,0.55,10.9,8
6.5,0.37,0.3,2.2,0.55,0.033,39,107,37,0.98894,3.22,83,0.53,13.5,7
6.8,0.35,0.53,10.1,0.75,0.053,37,151,42,0.9963,3.07,51,0.4,9.4,5
6.9,0.31,0.32,1.6,0.6,0.036,34,114,25,0.99068,3.19,6,0.45,11.4,7
6.7,0.16,0.37,1.3,0.65,0.036,45,125,36,0.98964,3.19,53,0.51,12.4,7
6.6,0.25,0.51,8,0.6,0.047,61,189,36,0.99604,3.22,14,0.49,9.2,5
6.8,0.26,0.44,8.2,0.5,0.046,52,183,12,0.99584,3.2,19,0.51,9.4,5
5.6,0.15,0.31,5.3,0.55,0.038,8,79,40,0.9923,3.3,30,0.39,10.5,6
5.5,0.15,0.32,14,0.85,0.031,16,99,19,0.99437,3.26,4,0.38,11.5,8
6.4,0.22,0.32,7.2,0.55,0.028,15,83,44,0.993,3.13,87,0.55,10.9,8
7.3,0.2,0.26,1.6,0.55,0.04,36,123,25,0.99238,3.34,54,0.44,10.8,6
7.5,0.17,0.71,11.8,0.75,0.038,52,148,27,0.99801,3.03,33,0.46,8.9,5
7.5,0.18,0.72,9.6,1,0.039,53,151,18,0.99802,3.03,6,0.46,8.9,5
7,0.27,0.48,6.1,0.7,0.042,60,184,14,0.99566,3.2,76,0.5,9.4,6
5.8,NA,0.31,2.7,0.65,0.049,25,153,25,0.99067,3.44,17,0.73,12.2,7
7.8,0.26,0.31,3.6,0.8,0.025,22,100,39,0.99066,2.99,70,0.47,12.1,7
7.4,0.3,0.32,1.7,0.85,0.03,23,128,35,0.9929,3.17,66,0.66,10.9,5
6.7,0.16,0.34,1.6,0.6,0.026,27,109,23,0.9934,3.34,86,0.58,10.1,6
5.8,0.32,0.31,2.7,0.75,0.049,25,153,34,0.99067,3.44,66,0.73,12.2,7
6.7,0.19,0.39,1,0.65,0.032,14,71,18,0.98912,3.31,90,0.38,13,7
6.6,0.36,0.24,0.9,0.5,0.038,15,72,25,0.99066,3.23,19,0.39,11,5
7.2,0.17,0.41,1.6,0.6,0.052,24,126,32,0.99228,3.19,39,0.49,10.8,5
6.7,0.19,0.39,1,0.55,0.032,14,71,20,0.98912,3.31,58,0.38,13,7
6,0.11,0.47,10.6,0.7,0.052,69,148,43,0.9958,2.91,18,0.34,9.3,4
6,0.21,0.34,2,0.95,0.042,63,123,13,0.99052,3.44,60,0.42,11.4,6
6.7,0.325,0.82,1.2,0.5,0.152,49,120,24,0.99312,2.99,92,0.38,9.2,5
6.6,0.4,0.46,6.2,0.7,0.056,42,241,47,0.9968,3.5,91,0.6,9.9,5
6.5,0.2,0.24,9.2,0.65,0.044,25,150,27,0.99502,3.22,28,0.44,10.5,5
7.6,0.27,0.34,5,0.65,0.04,18,56,19,0.99084,3.06,41,0.48,12.4,6
7.2,0.26,0.4,6.3,0.7,0.047,52,172,11,0.99573,3.18,28,0.53,9.5,6
6.3,0.25,0.22,3.3,0.65,0.048,41,161,29,0.99256,3.16,17,0.5,10.5,6
6.5,0.22,0.45,8,1,0.053,52,196,33,0.9959,3.23,58,0.48,9.1,6
6.4,0.14,0.31,1.2,0.6,0.034,53,138,49,0.99084,3.38,74,0.35,11.5,7
6.4,0.14,0.31,1.2,0.9,0.034,53,138,11,0.99084,3.38,29,0.35,11.5,7
7.1,0.26,0.32,16.2,0.65,0.044,31,170,24,0.99644,3.17,65,0.37,11.2,5
6.6,0.22,0.34,11.6,0.7,0.05,59,140,13,0.99526,3.22,35,0.4,10.8,5
6.6,0.45,0.43,7.2,0.7,0.064,31,186,15,0.9954,3.12,14,0.44,9.4,5
6.6,0.17,0.3,1.1,0.9,0.031,13,73,10,0.99095,3.17,63,0.58,11,6
7.2,0.44,0.28,3.4,1,0.048,22,112,39,0.99188,3.21,69,0.37,11.3,7
6.2,0.15,0.27,1.4,0.85,0.041,51,117,25,0.9909,3.28,74,0.38,11.2,6
6.3,0.25,0.22,3.3,0.75,0.048,41,161,31,0.99256,3.16,28,0.5,10.5,6
6.5,0.22,0.45,8,0.65,0.053,52,196,15,0.9959,3.23,69,0.48,9.1,6
7.3,0.26,0.3,9.3,0.65,0.05,35,154,28,0.99581,3.21,96,0.5,10.4,6
6.9,0.15,0.29,2.3,0.5,0.033,14,82,18,0.99132,3.1,83,0.58,11.2,7
5.8,0.22,0.29,0.9,0.8,0.034,34,89,10,0.98936,3.14,44,0.36,11.1,7
6.5,0.37,0.33,3.5,0.85,0.036,23,92,42,0.99136,3.18,58,0.38,11.2,6
5.5,0.375,0.38,1.7,0.65,0.036,17,98,39,0.99142,3.29,64,0.39,10.5,6
5.9,0.2,0.4,1.3,0.75,0.047,23,92,31,0.99232,3.2,67,0.45,10,6
5.9,0.22,0.38,1.3,0.5,0.046,24,90,48,0.99232,3.2,2,0.47,10,6
8,0.22,0.31,5.6,0.6,0.049,24,97,40,0.993,3.1,29,0.42,10.9,5
6.5,0.22,0.29,7.4,0.75,0.028,16,87,31,0.99311,3.15,51,0.56,10.9,7
6.9,0.15,0.29,2.3,0.7,0.033,14,82,12,0.99132,3.1,29,0.58,11.2,7
5.8,0.2,0.34,1,0.7,0.035,40,86,43,0.98993,3.5,36,0.42,11.7,5
6.6,0.31,0.07,1.5,0.85,0.033,55,144,21,0.99208,3.16,2,0.42,10,5
7.7,0.43,0.37,10,0.6,0.169,22,210,32,0.99776,3.02,4,0.64,9.5,5
6.7,0.24,0.29,14.9,0.85,0.053,55,136,26,0.99839,3.03,2,0.52,9,5
7.3,0.23,0.34,9.3,0.85,0.052,19,86,17,0.99574,3.04,60,0.56,10,5
7.9,0.2,0.39,1,0.5,0.041,37,154,38,0.99093,3.08,16,0.43,11.9,5
5.3,0.16,0.39,1,0.95,0.028,40,101,17,0.99156,3.57,71,0.59,10.6,6
6.4,0.21,0.28,5.9,0.75,0.047,29,101,15,0.99278,3.15,35,0.4,11,6
6.9,0.33,0.26,5,0.7,0.027,46,143,20,0.9924,3.25,11,0.43,11.2,7
5.6,0.18,0.58,1.25,0.8,0.034,29,129,20,0.98984,3.51,79,0.6,12,7
6.6,0.29,0.31,3.9,0.6,0.027,39,96,12,0.99035,3.24,64,0.6,12.6,8
6.9,0.33,0.26,5,0.9,0.027,46,143,24,0.9924,3.25,15,0.43,11.2,7
6.6,0.21,0.36,0.8,0.9,0.034,48,113,16,0.99165,3.24,0,0.68,10.5,6
7.3,0.21,0.33,1,0.8,0.037,66,144,22,0.9923,3.11,21,0.52,10.2,6
6.4,0.21,0.28,5.9,0.95,0.047,29,101,10,0.99278,3.15,5,0.4,11,6
5.1,0.11,0.32,1.6,0.6,0.028,12,90,38,0.99008,3.57,85,0.52,12.2,6
6.5,0.15,0.32,1.3,0.55,0.036,19,76,47,0.98964,3.18,11,0.41,12.3,6
5.3,0.16,0.39,1,0.65,0.028,40,101,39,0.99156,3.57,38,0.59,10.6,6
5.6,0.19,0.46,1.1,0.7,0.032,33,115,30,0.9909,3.36,80,0.5,10.4,6
5.6,0.18,0.58,1.25,0.55,0.034,29,129,22,0.98984,3.51,90,0.6,12,7
6.7,0.48,0.32,1.4,0.8,0.021,22,121,22,0.9889,3.15,52,0.53,12.7,7
6.2,0.23,0.23,1.2,0.55,0.018,18,128,46,0.99178,3.05,80,0.28,10.6,5
6,0.17,0.29,5,1,0.028,25,108,16,0.99076,3.14,40,0.34,12.3,6
6.7,0.48,0.32,1.4,1,0.021,22,121,11,0.9889,3.15,43,0.53,12.7,7
6.7,0.15,0.38,1.7,0.7,0.037,20,84,39,0.99046,3.09,64,0.53,11.4,6
4.2,0.17,0.36,1.8,0.95,0.029,93,161,43,0.98999,3.65,78,0.89,12,7
5.8,0.21,0.32,1.6,1,0.045,38,95,13,0.98946,3.23,84,0.94,12.4,8
5.4,0.23,0.36,1.5,0.65,0.03,74,121,35,0.98976,3.24,75,0.99,12.1,7
6.7,0.15,0.38,1.7,0.75,0.037,20,84,42,0.99046,3.09,83,0.53,11.4,6
6.4,0.22,0.31,13.9,0.75,0.04,57,135,26,0.99672,3.21,66,0.38,10.7,5
6.5,0.15,0.55,5.9,0.7,0.045,75,162,21,0.99482,2.97,52,0.4,9.3,5
5.9,0.32,0.33,2.1,0.7,0.027,35,138,32,0.98945,3.37,86,0.42,12.7,6
5.7,0.37,0.3,1.1,0.95,0.029,24,88,39,0.98883,3.18,4,0.39,11.7,6
7.9,0.25,0.35,6.7,0.85,0.039,22,64,12,0.99362,2.93,54,0.49,10.7,5
7.2,0.21,0.28,2.7,0.55,0.033,38,94,29,0.99075,2.99,37,0.43,11.8,7
7,0.24,0.3,6.7,0.8,0.039,37,125,46,0.99436,3.2,10,0.39,9.9,5
6.8,0.475,0.33,3.95,0.6,0.047,16,81,47,0.98988,3.23,50,0.53,13.4,7
7,0.28,0.32,7.75,0.9,0.032,30,114,13,0.99158,3.12,83,0.64,12.8,7
6.9,0.4,0.3,10.6,0.75,0.033,NA,87,11,0.99265,3.15,5,0.45,12.8,6
6.6,0.41,0.31,1.6,0.75,0.042,18,101,35,0.99195,3.13,60,0.41,10.5,5
6.4,0.2,0.28,2.5,0.7,0.032,24,84,37,0.99168,3.31,21,0.55,11.5,5
8.5,0.22,0.34,0.7,0.75,0.04,5,25,29,0.9918,3.04,99,0.37,10.5,4
8.4,0.36,0.36,11.1,0.55,0.032,21,132,25,0.99313,2.95,86,0.39,13,6
5.2,0.285,0.29,5.15,0.6,0.035,64,138,36,0.9895,3.19,54,0.34,12.4,8
6.9,0.2,0.3,4.7,0.95,0.041,40,148,16,0.9932,3.16,25,0.35,10.2,6
6.7,0.42,0.46,9.7,0.8,0.054,67,234,25,0.99848,3.23,41,0.5,9,5
6.2,0.16,0.34,1.7,0.8,0.038,85,153,26,0.9909,3.33,41,0.86,12,7
6.4,0.125,0.36,1.4,0.6,0.044,22,68,30,0.99014,3.15,14,0.5,11.7,7
6.4,0.44,0.26,2,0.85,0.054,20,180,44,0.9952,3.58,22,0.57,10,5
7,0.31,0.39,7.5,0.5,0.055,42,218,16,0.99652,3.37,14,0.54,10.3,5
6.7,0.42,0.46,9.7,0.65,0.054,67,234,39,0.99848,3.23,66,0.5,9,5
8.6,0.18,0.28,0.8,0.65,0.032,25,78,44,0.99104,2.99,7,0.38,11.1,5
6.2,0.21,0.26,13.1,0.8,0.05,59,150,26,0.99772,3.31,61,0.46,9,5
6.1,0.16,0.37,1.1,0.65,0.031,37,97,17,0.9922,3.4,73,0.58,10.5,6
6.5,0.22,0.32,2.2,0.95,0.028,36,92,12,0.99076,3.27,95,0.59,11.9,7
6.2,0.36,0.14,8.9,0.5,0.036,38,155,21,0.99622,3.27,34,0.5,9.4,5
5.7,0.21,0.25,1.1,1,0.035,26,81,27,0.9902,3.31,8,0.52,11.4,6
6.4,0.25,0.32,0.9,0.85,0.034,40,114,19,0.99114,3.31,87,0.58,10.8,7
7.6,0.31,0.26,1.7,0.9,0.073,40,157,34,0.9938,3.1,24,0.46,9.8,5
6.6,0.26,0.46,6.9,0.85,0.047,59,183,10,0.99594,3.2,71,0.45,9.3,5
5.7,0.21,0.25,1.1,0.85,0.035,26,81,43,0.9902,3.31,28,0.52,11.4,6
6.2,0.2,0.31,1,0.95,0.031,22,73,42,0.99035,3.24,1,0.52,11.3,6
6.2,0.18,0.3,1,0.55,0.031,23,73,45,0.99032,3.23,71,0.52,11.3,6
6.1,0.37,0.2,7.6,0.5,0.031,49,170,42,0.99558,3.22,71,0.48,9.5,5
6.2,0.36,0.14,8.9,0.65,0.036,38,155,20,0.99622,3.27,69,0.5,9.4,5
6.5,0.22,0.32,2.2,0.85,0.028,36,92,13,0.99076,3.27,8,0.59,11.9,7
7.7,0.18,0.3,1.2,0.85,0.046,49,199,26,0.99413,3.03,71,0.38,9.3,5
6.9,0.14,0.38,1,0.6,0.041,22,81,46,0.99043,3.03,81,0.54,11.4,6
6.9,0.14,0.38,1,0.7,0.041,22,81,22,0.99043,3.03,83,0.54,11.4,6
6,0.44,0.26,3.1,0.55,0.053,57,128,43,0.98982,3.22,80,0.39,12.7,6
7.1,0.36,0.4,1.95,0.6,0.033,26,118,22,0.98934,3.2,6,0.45,13.5,7
5.7,0.28,0.28,2.2,0.8,0.019,15,65,28,0.9902,3.06,71,0.52,11.2,6
6.4,0.16,0.32,8.75,0.5,0.038,38,118,46,0.99449,3.19,91,0.41,10.7,5
7.4,0.28,0.4,11.9,0.9,0.032,13,92,10,0.99629,3.01,73,0.46,10.8,4
6.7,0.39,0.31,2.7,0.7,0.054,27,202,30,0.9948,3.46,50,0.57,10.5,6
6.5,0.44,0.47,5.45,0.55,0.014,44,137,47,0.98984,3.13,29,0.32,13,8
6.9,0.22,0.31,6.3,0.9,0.029,41,131,49,0.99326,3.08,91,0.49,10.8,6
6.6,0.22,0.29,14.4,0.95,0.046,39,118,10,0.99834,3.05,0,0.5,9.1,6
7.7,0.25,0.3,7.8,1,0.038,67,196,40,0.99555,3.1,95,0.5,10.1,5
5.2,0.155,0.33,1.6,0.9,0.028,13,59,46,0.98975,3.3,77,0.84,11.9,8
7,0.31,0.31,9.1,0.5,0.036,45,140,36,0.99216,2.98,71,0.31,12,7
7,0.31,0.31,9.1,0.8,0.036,45,140,24,0.99216,2.98,91,0.31,12,7
6.6,0.22,0.29,14.4,0.75,0.046,39,118,41,0.99834,3.05,39,0.5,9.1,6
5.6,0.21,0.4,1.3,0.5,0.041,81,147,41,0.9901,3.22,32,0.95,11.6,8
5.2,NA,0.33,1.6,0.9,0.028,13,59,37,0.98975,3.3,47,0.84,11.9,8
